ko	pathway_id	pathway_name
K01424	path:map00250;path:ko00250;path:map00460;path:ko00460;path:map01100;path:ko01100;path:map01110;path:ko01110	Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Cyanoamino acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K01356		
K00058	path:map00260;path:ko00260;path:map00270;path:ko00270;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Cysteine and methionine metabolism;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K10914	path:map02020;path:ko02020;path:map02024;path:ko02024;path:map02025;path:ko02025;path:map02026;path:ko02026;path:map05111;path:ko05111	Two-component system;Two-component system;Quorum sensing;Quorum sensing;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Escherichia coli;Biofilm formation - Escherichia coli;Biofilm formation - Vibrio cholerae;Biofilm formation - Vibrio cholerae
K00249	path:map00071;path:ko00071;path:map00280;path:ko00280;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01212;path:ko01212;path:map03320;path:ko03320;path:map04936;path:ko04936	Fatty acid degradation;Fatty acid degradation;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Fatty acid metabolism;Fatty acid metabolism;PPAR signaling pathway;PPAR signaling pathway;Alcoholic liver disease;Alcoholic liver disease
K25135		
K01338	path:map04112;path:ko04112	Cell cycle - Caulobacter;Cell cycle - Caulobacter
K03544	path:map04112;path:ko04112	Cell cycle - Caulobacter;Cell cycle - Caulobacter
K03545		
K18303		
K18302		
K02291	path:map00906;path:ko00906;path:map01100;path:ko01100;path:map01110;path:ko01110	Carotenoid biosynthesis;Carotenoid biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K21677		
K01772	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K03745		
K05834		
K02017	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02018	path:map02010;path:ko02010	ABC transporters;ABC transporters
K07795	path:map02020;path:ko02020	Two-component system;Two-component system
K04762		
K14652	path:map00740;path:ko00740;path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Riboflavin metabolism;Riboflavin metabolism;Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K00794	path:map00740;path:ko00740;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Riboflavin metabolism;Riboflavin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K03625		
K03562		
K03560		
K03646		
K04759		
K04758		
K07146		
K03809	path:map00130;path:ko00130;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Ubiquinone and other terpenoid-quinone biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K06911		
K01894		
K06177		
K03342	path:map00790;path:ko00790;path:map01240;path:ko01240	Folate biosynthesis;Folate biosynthesis;Biosynthesis of cofactors;Biosynthesis of cofactors
K02529		
K02025		
K02026		
K10112	path:map02010;path:ko02010	ABC transporters;ABC transporters
K25649		
K03098		
K00528		
K01872	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K14268	path:map00250;path:ko00250;path:map00310;path:ko00310;path:map00650;path:ko00650;path:map01100;path:ko01100;path:map01120;path:ko01120	Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Lysine degradation;Lysine degradation;Butanoate metabolism;Butanoate metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K02052	path:map02024;path:ko02024	Quorum sensing;Quorum sensing
K02055	path:map02024;path:ko02024	Quorum sensing;Quorum sensing
K02053	path:map02024;path:ko02024	Quorum sensing;Quorum sensing
K12255	path:map00330;path:ko00330;path:map01100;path:ko01100	Arginine and proline metabolism;Arginine and proline metabolism;Metabolic pathways;Metabolic pathways
K00135	path:map00250;path:ko00250;path:map00310;path:ko00310;path:map00350;path:ko00350;path:map00650;path:ko00650;path:map00760;path:ko00760;path:map01100;path:ko01100;path:map01120;path:ko01120	Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Lysine degradation;Lysine degradation;Tyrosine metabolism;Tyrosine metabolism;Butanoate metabolism;Butanoate metabolism;Nicotinate and nicotinamide metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03543		
K03446		
K01029	path:map00280;path:ko00280;path:map00650;path:ko00650;path:map01100;path:ko01100	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Butanoate metabolism;Butanoate metabolism;Metabolic pathways;Metabolic pathways
K01028	path:map00280;path:ko00280;path:map00650;path:ko00650;path:map01100;path:ko01100	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Butanoate metabolism;Butanoate metabolism;Metabolic pathways;Metabolic pathways
K02624		
K01999	path:map02010;path:ko02010;path:map02024;path:ko02024	ABC transporters;ABC transporters;Quorum sensing;Quorum sensing
K01997	path:map02010;path:ko02010;path:map02024;path:ko02024	ABC transporters;ABC transporters;Quorum sensing;Quorum sensing
K01998	path:map02010;path:ko02010;path:map02024;path:ko02024	ABC transporters;ABC transporters;Quorum sensing;Quorum sensing
K01995	path:map02010;path:ko02010;path:map02024;path:ko02024	ABC transporters;ABC transporters;Quorum sensing;Quorum sensing
K01996	path:map02010;path:ko02010;path:map02024;path:ko02024	ABC transporters;ABC transporters;Quorum sensing;Quorum sensing
K01857	path:map00362;path:ko00362;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01220;path:ko01220	Benzoate degradation;Benzoate degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Degradation of aromatic compounds
K01607	path:map00362;path:ko00362;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01220;path:ko01220	Benzoate degradation;Benzoate degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Degradation of aromatic compounds
K00681	path:map00430;path:ko00430;path:map00460;path:ko00460;path:map00480;path:ko00480;path:map01100;path:ko01100	Taurine and hypotaurine metabolism;Taurine and hypotaurine metabolism;Cyanoamino acid metabolism;Cyanoamino acid metabolism;Glutathione metabolism;Glutathione metabolism;Metabolic pathways;Metabolic pathways
K02316	path:map03030;path:ko03030	DNA replication;DNA replication
K03086	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K00014	path:map00400;path:ko00400;path:map00999;path:ko00999;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis;Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K03772		
K03687		
K04043	path:map03018;path:ko03018;path:map04212;path:ko04212;path:map05152;path:ko05152	RNA degradation;RNA degradation;Longevity regulating pathway - worm;Longevity regulating pathway - worm;Tuberculosis;Tuberculosis
K03686		
K20035	path:map00920;path:ko00920;path:map01100;path:ko01100	Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways
K03522		
K03521		
K03924		
K22452		
K08305		
K02238		
K00950	path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01240;path:ko01240	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00970	path:map03018;path:ko03018	RNA degradation;RNA degradation
K10763		
K01933	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01110;path:ko01110	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K03496		
K02968	path:map03010;path:ko03010	Ribosome;Ribosome
K00821	path:map00220;path:ko00220;path:map00300;path:ko00300;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01210;path:ko01210;path:map01230;path:ko01230	Arginine biosynthesis;Arginine biosynthesis;Lysine biosynthesis;Lysine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K00611	path:map00220;path:ko00220;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Arginine biosynthesis;Arginine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K03719		
K01556	path:map00380;path:ko00380;path:map01100;path:ko01100;path:map01240;path:ko01240	Tryptophan metabolism;Tryptophan metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00453	path:map00380;path:ko00380;path:map01100;path:ko01100;path:map01240;path:ko01240	Tryptophan metabolism;Tryptophan metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00001	path:map00010;path:ko00010;path:map00071;path:ko00071;path:map00350;path:ko00350;path:map00620;path:ko00620;path:map00625;path:ko00625;path:map00626;path:ko00626;path:map00830;path:ko00830;path:map00980;path:ko00980;path:map00982;path:ko00982;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01220;path:ko01220	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Fatty acid degradation;Fatty acid degradation;Tyrosine metabolism;Tyrosine metabolism;Pyruvate metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Chloroalkane and chloroalkene degradation;Naphthalene degradation;Naphthalene degradation;Retinol metabolism;Retinol metabolism;Metabolism of xenobiotics by cytochrome P450;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450;Drug metabolism - cytochrome P450;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Degradation of aromatic compounds
K18122	path:map00650;path:ko00650;path:map01100;path:ko01100;path:map01200;path:ko01200	Butanoate metabolism;Butanoate metabolism;Metabolic pathways;Metabolic pathways;Carbon metabolism;Carbon metabolism
K07038		
K01745	path:map00340;path:ko00340;path:map01100;path:ko01100	Histidine metabolism;Histidine metabolism;Metabolic pathways;Metabolic pathways
K01712	path:map00340;path:ko00340;path:map01100;path:ko01100	Histidine metabolism;Histidine metabolism;Metabolic pathways;Metabolic pathways
K05836		
K09975		
K01468	path:map00340;path:ko00340;path:map01100;path:ko01100	Histidine metabolism;Histidine metabolism;Metabolic pathways;Metabolic pathways
K05603	path:map00340;path:ko00340;path:map01100;path:ko01100	Histidine metabolism;Histidine metabolism;Metabolic pathways;Metabolic pathways
K07118		
K01681	path:map00020;path:ko00020;path:map00630;path:ko00630;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01210;path:ko01210;path:map01230;path:ko01230	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K05596		
K03577		
K03585	path:map01501;path:ko01501;path:map01503;path:ko01503	beta-Lactam resistance;beta-Lactam resistance;Cationic antimicrobial peptide (CAMP) resistance;Cationic antimicrobial peptide (CAMP) resistance
K18138	path:map01501;path:ko01501;path:map01503;path:ko01503	beta-Lactam resistance;beta-Lactam resistance;Cationic antimicrobial peptide (CAMP) resistance;Cationic antimicrobial peptide (CAMP) resistance
K18139	path:map01501;path:ko01501;path:map02024;path:ko02024	beta-Lactam resistance;beta-Lactam resistance;Quorum sensing;Quorum sensing
K09780		
K02621		
K02622		
K01714	path:map00261;path:ko00261;path:map00300;path:ko00300;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01230;path:ko01230	Monobactam biosynthesis;Monobactam biosynthesis;Lysine biosynthesis;Lysine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of amino acids
K07287		
K18850		
K03775		
K01520	path:map00240;path:ko00240;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01232;path:ko01232	Pyrimidine metabolism;Pyrimidine metabolism;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K13038	path:map00770;path:ko00770;path:map01100;path:ko01100;path:map01240;path:ko01240	Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K01627	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01250;path:ko01250	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K01689	path:map00010;path:ko00010;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230;path:map03018;path:ko03018;path:map04066;path:ko04066	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;RNA degradation;RNA degradation;HIF-1 signaling pathway;HIF-1 signaling pathway
K05589		
K04083		
K13936		
K03975		
K03572	path:map03430;path:ko03430	Mismatch repair;Mismatch repair
K08303	path:map05120;path:ko05120	Epithelial cell signaling in Helicobacter pylori infection;Epithelial cell signaling in Helicobacter pylori infection
K01126	path:map00564;path:ko00564	Glycerophospholipid metabolism;Glycerophospholipid metabolism
K26939		
K00791	path:map00908;path:ko00908;path:map01100;path:ko01100;path:map01110;path:ko01110	Zeatin biosynthesis;Zeatin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K02003		
K02063	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02064	path:map02010;path:ko02010	ABC transporters;ABC transporters
K21395		
K21393		
K21394		
K06145		
K03566	path:map02026;path:ko02026	Biofilm formation - Escherichia coli;Biofilm formation - Escherichia coli
K06147		
K00261	path:map00220;path:ko00220;path:map00250;path:ko00250;path:map00910;path:ko00910;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map04217;path:ko04217;path:map04964;path:ko04964	Arginine biosynthesis;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Nitrogen metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Necroptosis;Necroptosis;Proximal tubule bicarbonate reclamation;Proximal tubule bicarbonate reclamation
K01515	path:map00230;path:ko00230;path:map00740;path:ko00740;path:map01100;path:ko01100	Purine metabolism;Purine metabolism;Riboflavin metabolism;Riboflavin metabolism;Metabolic pathways;Metabolic pathways
K00342	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00341	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00340	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00339	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00338	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00337	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00336	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00335	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00334	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00333	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00332	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00331	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K00330	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K03075	path:map02024;path:ko02024;path:map03060;path:ko03060;path:map03070;path:ko03070	Quorum sensing;Quorum sensing;Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K01803	path:map00010;path:ko00010;path:map00051;path:ko00051;path:map00562;path:ko00562;path:map00710;path:ko00710;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Fructose and mannose metabolism;Inositol phosphate metabolism;Inositol phosphate metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K00962	path:map03018;path:ko03018	RNA degradation;RNA degradation
K02956	path:map03010;path:ko03010	Ribosome;Ribosome
K13993	path:map04141;path:ko04141	Protein processing in endoplasmic reticulum;Protein processing in endoplasmic reticulum
K25706		
K22476	path:map00220;path:ko00220;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01210;path:ko01210;path:map01230;path:ko01230	Arginine biosynthesis;Arginine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K07183		
K15576	path:map00910;path:ko00910;path:map02010;path:ko02010	Nitrogen metabolism;Nitrogen metabolism;ABC transporters;ABC transporters
K15577	path:map00910;path:ko00910;path:map02010;path:ko02010	Nitrogen metabolism;Nitrogen metabolism;ABC transporters;ABC transporters
K26139	path:map00910;path:ko00910;path:map01100;path:ko01100;path:map01120;path:ko01120	Nitrogen metabolism;Nitrogen metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K26138	path:map00910;path:ko00910;path:map01100;path:ko01100;path:map01120;path:ko01120	Nitrogen metabolism;Nitrogen metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K02303	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of cofactors
K09117		
K03592		
K09889		
K03831	path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01240;path:ko01240;path:map04122;path:ko04122	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors;Sulfur relay system;Sulfur relay system
K00640	path:map00270;path:ko00270;path:map00543;path:ko00543;path:map00920;path:ko00920;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230;path:map05111;path:ko05111	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Exopolysaccharide biosynthesis;Exopolysaccharide biosynthesis;Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;Biofilm formation - Vibrio cholerae;Biofilm formation - Vibrio cholerae
K02533		
K01092	path:map00521;path:ko00521;path:map00562;path:ko00562;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map04070;path:ko04070	Streptomycin biosynthesis;Streptomycin biosynthesis;Inositol phosphate metabolism;Inositol phosphate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Phosphatidylinositol signaling system;Phosphatidylinositol signaling system
K03555	path:map03430;path:ko03430	Mismatch repair;Mismatch repair
K07395		
K06153	path:map00550;path:ko00550;path:map00552;path:ko00552	Peptidoglycan biosynthesis;Peptidoglycan biosynthesis;Teichoic acid biosynthesis;Teichoic acid biosynthesis
K01425	path:map00220;path:ko00220;path:map00250;path:ko00250;path:map00470;path:ko00470;path:map01100;path:ko01100;path:map02020;path:ko02020;path:map04724;path:ko04724;path:map04727;path:ko04727;path:map04964;path:ko04964;path:map05206;path:ko05206;path:map05230;path:ko05230	Arginine biosynthesis;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;D-Amino acid metabolism;D-Amino acid metabolism;Metabolic pathways;Metabolic pathways;Two-component system;Two-component system;Glutamatergic synapse;Glutamatergic synapse;GABAergic synapse;GABAergic synapse;Proximal tubule bicarbonate reclamation;Proximal tubule bicarbonate reclamation;MicroRNAs in cancer;MicroRNAs in cancer;Central carbon metabolism in cancer;Central carbon metabolism in cancer
K01886	path:map00970;path:ko00970;path:map01100;path:ko01100	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Metabolic pathways
K07075		
K00876	path:map00240;path:ko00240;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01232;path:ko01232	Pyrimidine metabolism;Pyrimidine metabolism;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K00799	path:map00480;path:ko00480;path:map00980;path:ko00980;path:map00982;path:ko00982;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01524;path:ko01524;path:map04212;path:ko04212;path:map05200;path:ko05200;path:map05204;path:ko05204;path:map05207;path:ko05207;path:map05208;path:ko05208;path:map05225;path:ko05225;path:map05418;path:ko05418	Glutathione metabolism;Glutathione metabolism;Metabolism of xenobiotics by cytochrome P450;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Platinum drug resistance;Platinum drug resistance;Longevity regulating pathway - worm;Longevity regulating pathway - worm;Pathways in cancer;Pathways in cancer;Chemical carcinogenesis - DNA adducts;Chemical carcinogenesis - DNA adducts;Chemical carcinogenesis - receptor activation;Chemical carcinogenesis - receptor activation;Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - reactive oxygen species;Hepatocellular carcinoma;Hepatocellular carcinoma;Fluid shear stress and atherosclerosis;Fluid shear stress and atherosclerosis
K10680	path:map00633;path:ko00633;path:map01120;path:ko01120	Nitrotoluene degradation;Nitrotoluene degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03672		
K09933		
K14540		
K01919	path:map00270;path:ko00270;path:map00480;path:ko00480;path:map01100;path:ko01100;path:map01240;path:ko01240	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Glutathione metabolism;Glutathione metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K05541		
K03387		
K24119		
K02454	path:map03070;path:ko03070;path:map05111;path:ko05111	Bacterial secretion system;Bacterial secretion system;Biofilm formation - Vibrio cholerae;Biofilm formation - Vibrio cholerae
K09810	path:map02010;path:ko02010	ABC transporters;ABC transporters
K09808	path:map02010;path:ko02010	ABC transporters;ABC transporters
K07462	path:map03410;path:ko03410;path:map03430;path:ko03430;path:map03440;path:ko03440	Base excision repair;Base excision repair;Mismatch repair;Mismatch repair;Homologous recombination;Homologous recombination
K16074		
K16216		
